Model, Log, Iteration, NofTraceToAlign, NofAlignmentValid, NofAlignmentOpen, NofAlignmentRejected, NofLeftOutTraces, NofSubnets, NofRecomposeActivities, NofBorderActivities
net3, net3-60-10, 17, 18, 15, 3, 0, 479, 31, 1, 61
net3, net3-60-10, 18, 9, 5, 4, 0, 473, 30, 1, 60
net3, net3-60-10, 19, 8, 6, 2, 0, 469, 29, 1, 59
net3, net3-60-10, 20, 2, 1, 1, 0, 469, 28, 1, 58
net3, net3-60-10, 21, 9, 9, 0, 0, 461, 28, 2, 56
net3, net3-60-10, 22, 29, 21, 8, 0, 432, 26, 2, 50
net3, net3-60-10, 23, 12, 12, 0, 0, 428, 25, 1, 49
net3, net3-60-10, 24, 9, 8, 1, 0, 419, 24, 1, 48
net3, net3-60-10, 25, 20, 19, 1, 0, 400, 23, 3, 45
net3, net3-60-10, 26, 68, 65, 3, 0, 333, 21, 9, 36
net3, net3-60-10, 27, 35, 35, 0, 0, 301, 17, 1, 30
net3, net3-60-10, 28, 20, 18, 2, 0, 281, 16, 1, 29
net3, net3-60-10, 29, 37, 29, 8, 0, 246, 15, 1, 27
net3, net3-60-10, 30, 11, 9, 2, 0, 243, 14, 1, 26
net3, net3-60-10, 31, 30, 30, 0, 0, 215, 13, 2, 24
net3, net3-60-10, 32, 48, 44, 4, 0, 167, 11, 4, 18
net3, net3-60-10, 33, 41, 41, 0, 0, 130, 9, 1, 14
net3, net3-60-10, 34, 28, 26, 2, 0, 102, 8, 3, 12
net3, net3-60-10, 35, 6, 4, 2, 0, 98, 7, 3, 10
net3, net3-60-10, 36, 21, 19, 2, 0, 79, 5, 1, 8
net3, net3-60-10, 37, 21, 21, 0, 0, 60, 4, 2, 7
net3, net3-60-10, 38, 4, 4, 0, 0, 56, 4, 2, 6
net3, net3-60-10, 39, 9, 9, 0, 0, 47, 3, 2, 4
net3, net3-60-10, 40, 15, 15, 0, 0, 32, 3, 1, 3
net3, net3-60-10, 41, 26, 26, 0, 0, 6, 2, 4, 1
net3, net3-60-10, 42, 6, 6, 0, 0, 0, 1, 1, 0

net3, net3-60-60, 1, 1000, 384, 616, 0, 0, -1, -1, -1
net3, net3-60-60, 2, 9, 9, 0, 0, 607, 74, 1, 143
net3, net3-60-60, 3, 5, 5, 0, 0, 602, 73, 1, 142
net3, net3-60-60, 4, 1, 0, 1, 0, 601, 72, 22, 120
net3, net3-60-60, 5, 1, 0, 1, 0, 601, 52, 17, 94
net3, net3-60-60, 6, 1, 0, 1, 0, 601, 40, 12, 73
net3, net3-60-60, 7, 4, 0, 4, 0, 598, 31, 9, 62
net3, net3-60-60, 8, 8, 1, 7, 0, 594, 26, 12, 48
net3, net3-60-60, 9, 19, 9, 10, 0, 582, 18, 7, 40
net3, net3-60-60, 10, 29, 20, 9, 0, 563, 15, 1, 37
net3, net3-60-60, 11, 13, 10, 3, 0, 559, 14, 2, 34
net3, net3-60-60, 12, 40, 31, 9, 0, 522, 12, 1, 29
net3, net3-60-60, 13, 19, 16, 3, 0, 512, 11, 2, 27
net3, net3-60-60, 14, 80, 78, 2, 0, 435, 10, 2, 24
net3, net3-60-60, 15, 28, 26, 2, 0, 409, 9, 11, 22
